,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,178,3,0,0,178,6,0,0
3,3,172,6,0,0,172,12,0,0
4,4,160,12,0,0,160,24,0,0
5,5,152,13,2,0,152,26,6,0
6,6,148,15,2,0,148,30,6,0
7,7,140,19,2,0,140,38,6,0
8,8,130,22,3,0,130,45,9,0
9,9,128,23,3,0,128,47,9,0
10,10,123,24,4,0,123,49,12,0
11,11,117,27,4,0,117,55,12,0
12,12,107,27,7,0,107,54,23,0
13,13,103,27,8,0,103,55,26,0
14,14,99,26,8,1,99,53,27,5
15,15,93,29,6,2,93,61,20,10
