,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,167,7,1,0,167,14,3,0
4,4,152,11,3,0,152,22,10,0
5,5,140,14,5,0,140,28,16,0
6,6,135,16,4,1,135,32,13,4
7,7,128,20,3,0,128,45,10,0
8,8,119,23,3,0,119,51,10,0
9,9,119,23,3,0,119,51,10,0
10,10,117,21,5,0,117,47,16,0
11,11,111,22,5,0,111,50,18,0
12,12,98,25,5,1,98,56,16,6
13,13,93,27,5,1,93,61,16,6
14,14,91,27,4,2,91,62,13,10
15,15,84,25,6,2,84,60,22,10
