,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,152,13,0,1,152,27,0,5
5,5,142,14,2,1,142,31,6,5
6,6,138,15,2,1,138,32,6,5
7,7,130,17,3,1,130,36,9,6
8,8,119,21,4,1,119,44,12,6
9,9,119,21,4,1,119,44,12,6
10,10,116,22,4,1,116,47,12,6
11,11,110,23,2,3,110,49,6,16
12,12,96,26,4,3,96,55,12,16
13,13,93,25,4,4,93,53,12,21
14,14,90,26,4,4,90,55,12,22
15,15,80,27,6,4,80,57,19,23
