,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,184,0,0,0,184,0,0,0
1,1,184,0,0,0,184,0,0,0
2,2,176,4,0,0,176,8,0,0
3,3,166,9,0,0,166,18,0,0
4,4,151,15,0,0,151,33,0,0
5,5,139,19,1,0,139,40,5,0
6,6,135,19,2,0,135,40,9,0
7,7,126,22,3,0,126,46,12,0
8,8,119,19,7,0,119,40,25,0
9,9,119,19,7,0,119,40,25,0
10,10,116,20,7,0,116,43,25,0
11,11,108,22,8,0,108,48,28,0
12,12,95,25,8,1,95,55,28,6
13,13,92,24,7,3,92,53,24,15
14,14,89,24,8,3,89,53,27,15
15,15,82,21,11,3,82,45,42,15
