,Frame#,CTRn=1,CTRn=2,CTRn=3,CTRn=4,CTR1total,CTR2total,CTR3total,CTR4total
0,0,216,0,0,0,216,0,0,0
1,1,214,1,0,0,214,2,0,0
2,2,214,1,0,0,214,2,0,0
3,3,213,0,1,0,213,0,3,0
4,4,213,0,1,0,213,0,3,0
5,5,213,0,1,0,213,0,3,0
6,6,210,1,0,1,210,2,0,4
7,7,206,3,0,1,206,6,0,4
8,8,203,3,1,1,203,6,3,4
9,9,189,8,2,1,189,16,6,5
10,10,187,9,2,1,187,18,6,5
11,11,177,14,2,1,177,28,6,5
12,12,172,15,3,1,172,30,9,5
13,13,172,15,3,1,172,30,9,5
14,14,167,17,3,1,167,35,9,5
15,15,157,21,3,1,157,45,9,5
